Job Title,Salary Estimate,Job Function,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"AI/ML, Sr. Data Scientist - Statistician, Data",-1,Data Scientist,"Summary
Posted: Feb 2, 2021
Role Number:200220272
Want to push the envelope on human-computer interaction at Apple? Contribute to a product that is redefining mobile and desktop computing, and work with the people who are building the intelligent assistant that helps millions of people get things done — just by asking? Our vision for the Siri Data organization is to improve Siri by using data as the voice of our customers. Within this organization the mission of the Analytics team is to inform the evolution of Siri through measurement and analysis of the user experience. Part of this mission is achieved through evaluation and experimentation; as a Data Scientist, you will help to evolve our core methods and technologies.
Key Qualifications",Apple,4.3,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Machine Learning Engineer, Siri",-1,Machine Learning Engineer,"Summary
Posted: Aug 5, 2021
Weekly Hours: 40
Role Number:200226802
Play a part in the next revolution in human-computer interaction. Contribute to a product that is redefining mobile computing. Create groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence. And work with the people who created the intelligent assistant that helps millions of people get things done - just by asking. Join the Siri Understanding team at Apple. The Siri Understanding team is looking for an exceptional Machine Learning Engineer to personalize the Siri experience for millions of Apple users worldwide while preserving data privacy.
Key Qualifications",Apple,4.3,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,-1,Data Scientist,"Job Title: Data Scientist
Location: Chicago, IL (Remote until Covid restrictions are lifted, will convert to WFH policy 2-3 days onsite)
Duration & Type: 9-Month Initial Contract with likely extensions up to 2 years and/or conversion to full-time for the right candidate
Compensation: Competitive hourly rate, Access to Healthcare, Dental, and Vision Insurance Plan of Choice, and 401K

Chamberlain Advisors is currently seeking a Data Scientist for our direct client in the healthcare and retail pharmacy industry. This is a 9-month initial contract with likely extensions up to 2 years. The ideal candidate will develop data science, machine learning, and optimization algorithms for understanding (analysis) and solving complex problems. Click apply now and join the Chamberlain experience.",Chamberlain Advisors LLC,-1,"Chicago, IL",51 to 200 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Machine Learning Engineer,Employer Provided Salary:$120K - $140K,Machine Learning Engineer,"About us
Certec Consulting, inc
recruiting firm
The following is a big plus:
-- fluency in Python and Machine Languages (PyTorch, TensorFlow, JAX)
-- experience with training and deploying models in multi-GPU environments
-- recognized open-source contributions
-- participation in competitive programming events (CTFs, IOI, IMO, Topcoder, Kaggle, etc.)
Skills","Certec Consulting, inc",-1,Remote,-1,-1,-1,-1,-1,-1
Sr. Data Scientist,Employer Provided Salary:$140K - $150K,Data Scientist,"Sr. Data Scientist
Expert Technical Solutions has an immediate opening for a Data Scientist with one of our premier clients in Atlanta, GA. This is a hybrid role – you will work 1-2 days onsite in our clients’ downtown Atlanta office and 2-3 days from home.
We have an opportunity on the Data Science team. We are looking for an experienced Senior Data Scientist to join a team of Data Scientists and Associate Data Scientists, to focus on providing support and solutions to our manufacturing operations. Working closely with business partners and engineers, the Data Scientists support operations through development and deployment of useful and scalable statistical, machine learning, and deep learning models that make our facilities safe, efficient, and optimal.
Responsibilities:",Expert Technical Solutions,-1,"Atlanta Central City Post Offi, GA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"WHO WE ARE
EOS IT Solutions is a Global Technology and Logistics company, providing Collaboration and Business IT Support services to some of the world's largest industry leaders, delivering forward-thinking solutions based on multi-domain architecture. Customer satisfaction and commitment to superior quality of service are our top business priorities, along with investing in and supporting our partners and employees.

We are a true International IT provider and are proud to deliver our services through global simplicity with trusted transparency.",EOS,3.4,"Fremont, CA",501 to 1000 Employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,Data Scientist,"We are looking for data Scientist
Role and Responsibilites:
Provides expert support to run analysis and analytical experiments in a methodical manner, using both structured and unstructured data. Evaluate alternate models via theoretical approaches. Identify and exploit data assets, creating new patterns/business value. Create analyses and models to improve customer and operational Key Process Indicators (KPIs), enhancing measurable value for the Agency and its customers. Build predictive models, developing advanced algorithms that extract and classify information from large datasets. Analyze data, developing robust statistical and predictive algorithms/models that drive the product outputs. Identify meaningful patterns and trends, exposing new business opportunities, and translate results into understandable and actionable output that answer real business questions.",Radyant INC,-1,Remote,-1,-1,-1,-1,-1,-1
Data Scientist / Biostatistician,-1,Biostatistician,"About us
BlinkTBI’s FDA-cleared technology, EyeStatTM, delivers objective data about the blink reflex in just minutes by stimulating and measuring the blink using light puffs of air and high-speed videography. Our foundational research and proof of concept data supports EyeStat's initial application intended to test for and identify abnormal blink patterns associated with traumatic brain injury (TBI). In addition to TBI, BlinkTBI is now exploring applications in the diagnosis, differentiation and management of neurological diseases and conditions such as Parkinson's, Alzheimer's, and Migraine.
Position Summary:
Core Responsibilities:","Blinktbi, Inc",-1,"Charleston, SC",-1,-1,-1,-1,-1,-1
Data Scientist (Manager),-1,Data Scientist,"**** There is no relocation assistance offered for this role ****
As a team, we are committed to building relationships with the people who care for our patients. Our employees are our number one client and we lead as a faith-based company from the heart.
We are committed to develop teams who can truly make a difference for our patients and employees.
GENERAL PURPOSE: The Data Scientist (Manager) will support the growing needs around data-driven decision making in the organization and own process of deriving key insights from advanced analytics to achieve short- and long-term financial targets. The data scientist will involve data exchange process analysis, design, development, unit testing, and support. This role would be responsible for building out a team of analysts, engineers, and scientists to predict, develop processing and identify other reporting needs. This position requires strong technical and analytical skills to review business processes and data, recommend solutions, conduct functional and code analyses, and lead and perform database development tasks. This position will also involve production support and require experience within a DevOps environment.",Pathways,3.1,"Richardson, TX",5001 to 10000 Employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Scientist,Employer Provided Salary:$150K,Data Scientist,"We are adding a Data Scientist to our growing team!

ABOUT AMERICAN CAPITAL GROUP
American Capital Group is a fully-integrated real estate development company. Over the last 33 years, our company has developed and built more than 80 multifamily properties across twelve states. We remain an industry leader because we know and manage internally Engineering and Design, Acquisition, Development, Construction, Property Management, and Asset Management. We strongly value teamwork, integrity, transparency and producing the highest quality of product for our investors and customers.",American Capital Group,4.3,"Bellevue, WA",51 to 200 Employees,1986,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
Applied Machine Learning Engineer,-1,Machine Learning Engineer,"LMI Technologies, recognized as one of Canada’s Best Workplaces, is a medium-sized technology company built on a culture of openness, respect and professional excellence. At LMI our staff work passionately toward the common goal of designing and delivering innovative 3D machine vision solutions to OEMs and System Integrators working in industrial factory automation around the world. The result of this teamwork is high-performance, easy-to-implement and cost-effective 3D sensor technologies that deliver the best results in even the most challenging 3D inline inspection applications.
What will you do as a Applied Machine Learning Engineer?
LMI Applied Machine Learning Engineers solve tough factory inspection applications using state of the art deep learning models. As an Applied Machine Learning Engineer, you will work directly with customers to develop custom inspection solutions. You are responsible for gathering image data, wrangling and preprocessing, model pipeline design and training, and model runtime performance. You will also be working hand in hand with the software engineering team to advance the Inspection Gadget runtime platform and with the internal R&D team to develop new deep learning models for customer applications.",LMI Technologies,3.4,"Boston, MA",201 to 500 Employees,1998,Subsidiary or Business Segment,Electrical & Electronic Manufacturing,Manufacturing,$50 to $100 million (USD)
Data Scientist,-1,Data Scientist,"The Data Scientist is responsible for collecting, cleaning, translating data to meet the company's needs. Every business collects data, whether it's sales figures, market research, logistics, or transportation costs. The Data Scientist will use that data and machine learning to help drive HPOne's business plans.
What you'll do:
Research and develop statistical learning models for data analysis
Develop insights and deliver recommendations based on data analyses
Work with business leaders to articulate business requirements for data analyses
Implement new statistical or other mathematical methodologies for specific models or analyses",HPOne,3.2,"Trumbull, CT",501 to 1000 Employees,2006,Company - Private,,Insurance,$50 to $100 million (USD)
Machine Learning Engineer,Employer Provided Salary:$110K - $130K,Machine Learning Engineer,"Blue Rose is currently seeking someone with the skills to help us improve the public-facing systems of a federal client. Specifically, you will implement a new chatbot product to enhance customer experience and reduce operational costs by using conversational AI technology - natural language processing (NLP) and other cognitive APIs. You will develop, train, and evaluate natural language processing (NLP) models for the deployed Conversational AI Platform.
*The successful candidate will:
use statistical analysis and programming to analyze and interpret language datasets
provide expertise in AI services, including Natural Language Processing, and ML architecture
analyze training and test data to help fine tune semantic models to improve overall accuracy and performance","Blue Rose Consulting Group, Inc.",-1,"Washington, DC",1 to 50 Employees,2017,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
,-1,Data Scientist,"Overview
Intuit is looking for innovative and hands-on Staff Data scientist to join the Intuit AI team.This team embeds artificial intelligence and machine learning into our product portfolio and business to create smarter products, improve anti-fraud and security, and enhance customer care. We aim to save our customers time (""Never enter data""), increase their prosperity by making actionable financial recommendations, and enable them to have complete confidence in our products
What you'll bring
4+ years of industry experience with data science",Intuit,4.5,"San Diego, CA",5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Staff Data Scientist - Product Analytics,-1,Data Scientist,"Overview
We are looking for a Sr. Data Scientist - Business Analytics to join the QuickBooks Insurance team! Your effort will maximize proficiency and productivity with our product and business data and become the domain expert in multiple internal and external data sources. As a Sr. Data Scientist - Business Analytics you will collaborate with different functions (Product, Engineering, Marketing and Strategy) of QB Insurance team.
What you'll bring
Bachelor’s degree in a quantitative field - Business, Statistics, Psychology or other social science; Master’s preferred, or equivalent experience.",Intuit,4.5,"New York, NY",5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
"AI/ML - Data Scientist, Siri Data",-1,Data Scientist,"Summary
Posted: Aug 5, 2021
Weekly Hours: 40
Role Number:200272534
Do you get excited by driving product impact via measurement and evaluation, for products and services used by hundreds of millions of people globally? The vision for the Siri Data organization is to improve Siri by using data as the voice of our customers. Within this organization the mission of the Search Analytics team is to inform product evolution through measurement, evaluation, and analysis of the user experience. You will partner with Search engineering teams to improve search quality and guide feature development with data, to deliver amazing search experiences across iPhone, iPad, HomePod, Mac, Watch, tv, across dozens of languages.",Apple,4.3,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
AI/ML Scientist,-1,Machine Learning Engineer,"Company Description

Money Mart Financial Services is a leading provider of financial services in North America. For 40 years, we have been committed to providing financial solutions that meet the evolving needs of consumers and business owners. Backed by a retail network of over 700 locations and robust digital and mobile platforms, we provide access to cash and related products to help our customers achieve their goals.
Our highly skilled workforce puts customers first in everything we do. We serve 2 million people annually with diverse and innovative financial products such as loans, check cashing, money transfer and prepaid cards. Through this ever-evolving suite of services, we empower customers to manage their finances and improve their lives. Wherever customers are on their financial journey, Money Mart Financial Services provides solutions.",Money Mart Financial Services,3.3,"Malvern, PA",1001 to 5000 Employees,1982,Company - Private,Lending,Finance,$1 to $2 billion (USD)
Risk Decision Scientist,-1,Data Scientist,"Who we are: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. We’re a purpose-driven company, and our beliefs are the foundation of how we conduct business every day. We’re guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Collectively, these values inspire us to work together as One Team with our customers at the center of everything we do, and to take care of ourselves, each other, and the communities in which we live and work. We challenge the status quo, ask questions, and find solutions. Join us as we enable the hopes, dreams, and ambitions of millions of people around the world.
Job Description Summary: We are looking for Senior Decision Scientist to develop PayPal’s In-Store and Risk as a Service, Risk strategy within the Next Generation Commerce portfolio. This portfolio is comprised of PayPal’s newest leading-edge payments solutions, as well as customized experiences developed for the company’s highest-priority strategic partnerships. Ideal experience includes management consulting and/or transaction risk management. PayPal’s Next-Generation Commerce Global Financial Risk team is responsible for assessing and managing buyer-side financial risk exposures for this portfolio (including identity theft, stolen financials, account takeover, and credit risk), as well as developing and implementing the policies, treatments, and experiences related to the management of these exposures. The team is also responsible for partnering with the corresponding product owners and business units to align with and influence their strategic priorities, educate business partners about Risk management principles, and collaboratively optimize the Risk treatments and experiences for these unique products and partners. Each decision scientist on this team has ownership of a portfolio and is responsible for end-to-end management of loss and decline rates. Day-to-day duties include data analysis, monitoring and forecasting, creating the logic for and implementing risk rules and strategies, providing requirements to data science and technology teams on attribute, model and platform requirements, and communicating with global stakeholders to ensure we deliver the best possible customer experience while meeting loss rate targets.",PayPal,4.1,"San Jose, CA",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
"AI/ML - ML Applied Scientist, ML Platform & Technology",-1,Machine Learning Engineer,"Summary
Posted: Aug 23, 2021
Weekly Hours: 40
Role Number:200272282
We’re looking for applied machine learning scientist to help us build a next generation Deep Learning framework geared towards fueling on-device machine learning capabilities and emerging innovations. You’ll be part of a small team of developers and deep learning experts working in the area of device-aware neural network optimization and neural architecture search. We’re looking for candidates passionate about machine learning, computational science and hardware. Any background and experience level is acceptable. In exchange we offer respectful work environment, flexible set of responsibilities, access to world class experts and growth opportunities in one of the best companies in the world.",Apple,4.3,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Staff Business Data Science Analyst,-1,Data Analyst,"Overview
Come join Intuit as a Staff Data Scientist on the Finance Data Science & Strategy team. We are looking for creative problem solvers with a passion to deliver data-driven insights. This position works alongside product managers, marketing, analytics and finance partners to deliver business results using data for insights and optimization.
What you'll bring
Proven track record of leveraging analytics to drive significant business impact
Strong passion in uncovering strategic opportunities and solving business problems
Advanced SQL skills to get the data you need from a data warehouse (e.g., Redshift, Hive, SparkSQL, Athena) and perform data segmentation and aggregation from scratch",Intuit,4.5,"Mountain View, CA",5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Scientist,Employer Provided Salary:$90K - $125K,Data Scientist,"MetLife Legal Plans
Data Scientist
About Us
MetLife Legal Plans is the leading consumer legal service in the United States, providing the best legal services for working families. Through our network of over 17,000 attorneys, members of our legal insurance plans can resolve legal matters that range from buying a new home to adopting a child. You can learn more at legalplans.com.
Whether you are making a will after starting a family, negotiating the contract on your dream home, or just want the peace of mind of having our attorneys on your side, we make it easy and affordable to get quality legal help.",MetLife Legal Plans,-1,Remote,-1,-1,-1,-1,-1,-1
Staff Machine Learning Engineer,-1,Machine Learning Engineer,"Overview
In this role, you’ll be embedded inside a vibrant team of data scientists. You’ll be expected to help conceive, code, and deploy data science models at scale using the latest industry tools. Important skills include data wrangling, feature engineering, developing models, and testing metrics. You can expect to...
What you'll bring
BS, MS, or PhD degree in Computer Science or related field, or equivalent work experience.
Knowledgeable with Data Science tools and frameworks (i.e. Python, Scikit, NLTK, Numpy, Pandas, TensorFlow, Keras, R, Spark).",Intuit,4.5,"San Diego, CA",5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
"AI/ML - Data Scientist (Machine Learning & Natural Language), Siri Understanding",-1,Machine Learning Engineer,"Summary
Posted: Aug 11, 2021
Weekly Hours: 40
Role Number:200207828
Play a part in the ongoing revolution in human-computer interaction. Give to a product that is redefining mobile computing. Build groundbreaking technology for large scale systems, spoken language, big data, natural language processing, and artificial intelligence. And work with the people who built the intelligent assistant that helps millions of people get things done — just by asking. Join the Siri team at Apple.
Key Qualifications
Expertise in natural language processing and machine learning, such as classification, feature engineering, information extraction, structured prediction, clustering, semi-supervised learning, topic modeling, and ranking.",Apple,4.3,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Patent Engineer / Scientist - Artificial Intelligence/Machine Learning,-1,Machine Learning Engineer,"Osha Bergman Watanabe & Burton LLP (OBWB) is currently seeking candidates with a physics, machine learning, or artificial intelligence background for our team responsible for preparing and prosecuting patent applications. Individuals who are hired will be placed in our unique Patent Agent Program, a forward-thinking, highly effective method for training and developing technically and legally savvy individuals. No IP experience is necessary. This is a great position to combine your technical skills with writing, client interaction, and legal concepts. A university degree in a technical field is required. Candidates with industry experience and/or advanced technical degrees are strongly preferred.
Ideal candidates should have
Degree in statistics, econometrics, mathematics, computer science, physics, or equivalent/related degree.",Osha Bergman Watanabe & Burton LLP,-1,United States,-1,-1,-1,-1,-1,-1
PRACTICE LEADER - DATA & ANALYTICS,Employer Provided Salary:$120K - $145K,Data Analyst,"Sphere Software is looking for an entrepreneurial and progressive leader to lead the growth and success of our data practice. The Practice Lead advises and partners with our sales teams and clients on solving their business problems by leveraging Artificial Intelligence, Machine Learning, Data Analytics, Data Engineering, Data Science and Business Intelligence offerings and capabilities. This individual will work closely with the sales, delivery, and marketing teams, and will be involved in providing objective advice, expertise and specialist skills with the aim of creating value, maximizing growth or improving the business performance.
Location: Remotely
Type: Direct Hire
Start Date: ASAP",Sphere Inc.,4.8,Remote,1 to 50 Employees,2005,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
Machine Learning Engineer - Applied ML,-1,Machine Learning Engineer,"Summary
Posted: May 3, 2021
Role Number:200166605
Apple Special Projects Group is seeking software engineers to develop scalable machine learning approaches for autonomous systems. You will directly contribute to ML approaches using rich data. You will work closely with specialists across high-performance computing, machine learning, and autonomous system development to identify needs and deliver new capabilities. You will share every stage of development from concept to deployment. JOB SUMMARY - Build and integrate end to end lifecycles of large-scale, distributed machine learning systems using the latest open source technologies - Build software that improves your rate of experimentation and helps you make better decisions about what to try next - Train, evaluate, and debug deep learning models for complex tasks - Develop tools and services for improving ML systems beyond modeling choices — data distribution editing, data quality improvements, and representation learning with self-supervision - Improve distributed cloud GPU training approaches for deep learning models - Collaborate with engineers across functions to solve complex data problems at scale - Identify and evaluate new patterns and technologies to improve performance, maintainability and elegance of our machine learning systems - Lead technical projects to completion. Communicate with peers to build requirements and track progress - Mentor fellow engineers in your areas of expertise - Contribute to a team culture that values effective collaboration, technical perfection, and innovation",Apple,4.3,United States,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Embedded Data Scientist, Siri Data",-1,Data Scientist,"Summary
Posted: May 1, 2020
Role Number:200167352
Would you like to play a part in the next revolution in human-computer interaction? Contribute to a product that is redefining mobile and desktop computing, and work with the people who built the intelligent assistant that helps millions of people get things done — just by asking? The vision for the Siri Data organization is to improve Siri by using data as the voice of our customers. Within this organization the mission of the Analytics team is to inform the evolution of Siri through measurement and analysis of the user experience. As an Embedded Data Scientist on the team, you will be an ambassador of analytics to product and engineering teams with the ultimate purpose of improving the Siri experience for Apple customers.
Key Qualifications",Apple,4.3,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Machine Learning Engineer, ML Platform & Technology",-1,Machine Learning Engineer,"Summary
Posted: Aug 23, 2021
Weekly Hours: 40
Role Number:200267055
Apple builds world-class innovative products that integrate hardware with intelligent software experiences using machine learning, artificial intelligence, and computer vision. Machine Learning Platform and Technologies (MLPT) is the team that makes it possible for Apple engineers to innovate ML driven product features rapidly and at scale. The team enables future Apple intelligent products by making cutting edge ML technologies, large scale compute and data systems designed specifically for ML available to engineers within Apple. Come join the team that is making ML innovation possible here at Apple. We are looking for exceptional engineers with experience building large-scale compute and data systems to create a horizontal, strategic and long term analytics platform for the MLPT ecosystem, capturing the data needed to identify optimizations to improve overall compute/storage efficiency in ML engineer workloads. We exemplify a team of nerdy, pragmatic, proficient, product-focused engineers. Want to join us?",Apple,4.3,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist - AI/ML Retail Engineering,-1,Machine Learning Engineer,"Summary
Posted: Aug 17, 2021
Weekly Hours: 40
Role Number:200275611
Do you enjoy making sense of large quantities of data and unlocking answers to questions long since asked? We are looking for someone who thrives withKey qualifications Ability to develop sophisticated econometric models that help understand efficiency and returns on future investment decisions Good judgment balancing art and science when visually communicating information (e.g. jupyter, ggplot, matplotlib, plotly/bokeh) Experience engineering information from extensive, sophisticated datasets (e.g. Spark, MongoDB). Proven track record of integrating data science pipelines/models into Python APIs Experience using data science in computer vision & time series datasets/modeling Experience designing pipelines to automate hyperparameter search/model-selection routines collaboration and wants to push the boundaries of what is possible today Join our team of driven, dedicated machine learning and software engineers in the Retail Apps Engineering team in Austin. We build software and hardware solutions that power the worldwide fleet of Apple Retail locations. As a member of the group, you will craft data pipelines and platforms for exciting new technologies that drive top-level customer and employee experiences in our stores.",Apple,4.3,"Austin, TX",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"AI/ML - Machine Learning Engineer, Siri",-1,Machine Learning Engineer,"Summary
Posted: Aug 5, 2021
Weekly Hours: 40
Role Number:200226802
Play a part in the next revolution in human-computer interaction. Contribute to a product that is redefining mobile computing. Create groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence. And work with the people who created the intelligent assistant that helps millions of people get things done - just by asking. Join the Siri Understanding team at Apple. The Siri Understanding team is looking for an exceptional Machine Learning Engineer to personalize the Siri experience for millions of Apple users worldwide while preserving data privacy.
Key Qualifications",Apple,4.3,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Machine Learning Engineer,Employer Provided Salary:$120K - $140K,Machine Learning Engineer,"About us
Certec Consulting, inc
recruiting firm
The following is a big plus:
-- fluency in Python and Machine Languages (PyTorch, TensorFlow, JAX)
-- experience with training and deploying models in multi-GPU environments
-- recognized open-source contributions
-- participation in competitive programming events (CTFs, IOI, IMO, Topcoder, Kaggle, etc.)
Skills","Certec Consulting, inc",-1,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,-1,Data Scientist,"A career with MilliporeSigma is an ongoing journey of discovery: our 58,000 people are shaping how the world lives, works and plays through next generation advancements in Healthcare, Life Science and Electronics. For more than 350 years and across the world we have passionately pursued our curiosity to find novel and vibrant ways of enhancing the lives of others. MilliporeSigma is a business of Merck KGaA, Darmstadt, Germany.

Your role:

At MilliporeSigma, The Data Science team within the Bioinformatics Department at MilliporeSigma extensively uses advanced analytics, machine learning, and deep learning models to create business and scientific value from data. We solve life science-oriented business and scientific problems across MilliporeSigma. We see our projects through the entire data science lifecycle, from problem definition and data exploration to modeling, analysis, and deployment to production servers. We maintain a close partnership with other IT groups to ensure that our models can be deployed and monitored in a quick, reliable, and robust manner.

As a Data Scientist, you will be a member of this diverse and highly skilled team. You will be exploring new datasets with business partners, learning the complexity of business needs, building models, and coordinating the deployment of your models. You will use a variety of tools such as SQL, Python, and shell scripting in a variety of environments (e.g., various databases, Linux servers). You will work in a highly collaborative, team environment where you will quickly be exposed to a wide range of new methods and best practices for performing data science. You will be responsible for presenting data, models, software systems, results, and conclusions to stakeholders.












RSRMS

With us, there are always opportunities to break new ground. We empower you to fulfil your ambitions, and our diverse businesses offer various career moves to seek new horizons. We trust you with responsibility early on and support you to draw your own career map that is responsive to your aspirations and priorities in life. Join us and bring your curiosity to life!

Apply and find more information at https://jobs.vibrantm.com

The Company is an Equal Employment Opportunity employer. No employee or applicant for employment will be discriminated against on the basis of race, color, religion, age, sex, sexual orientation, national origin, ancestry, disability, military or veteran status, genetic information, gender identity, transgender status, marital status, or any other classification protected by applicable federal, state, or local law. This policy of Equal Employment Opportunity applies to all policies and programs relating to recruitment and hiring, promotion, compensation, benefits, discipline, termination, and all other terms and conditions of employment. Any applicant or employee who believes they have been discriminated against by the Company or anyone acting on behalf of the Company must report any concerns to their Human Resources Business Partner, Legal, or Compliance immediately. The Company will not retaliate against any individual because they made a good faith report of discrimination.

Job Requisition ID: 225173

Location: St. Louis

Career Level: C - Professional (1-3 years)

Working time model: full-time


Thank you for visiting our careers website, we are always looking for curious minds to join our teams. We understand how much the world is being impacted by the Covid-19 crisis and we want to assure you that your safety is very important to us. To ensure that everyone's health is protected, instead of a standard face-to-face interview, it is likely that you will be offered alternative digital interview options.


The Company is an Equal Employment Opportunity employer. No employee or applicant for employment will be discriminated against on the basis of race, color, religion, age, sex, sexual orientation, national origin, ancestry, disability, military or veteran status, genetic information, gender identity, transgender status, marital status, or any other classification protected by applicable federal, state, or local law. This policy of Equal Employment Opportunity applies to all policies and programs relating to recruitment and hiring, promotion, compensation, benefits, discipline, termination, and all other terms and conditions of employment. Any applicant or employee who believes they have been discriminated against by the Company or anyone acting on behalf of the Company must report any concerns to their Human Resources Business Partner, Legal, or Compliance immediately. The Company will not retaliate against any individual because they made a good faith report of discrimination.


The Company is committed to accessibility in its workplaces, including during the job application process. Applicants who may require accommodation during the application process should speak with our Candidate Services team at 844-655-6466 from 8:00am to 5:30pm ET Monday through Friday.

Database, Biotech, Scientist, SQL, Linux, Technology, Science",Millipore Sigma,-1,"Saint Louis, MO",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
"AI/ML - Machine Learning Scientist, Siri Understanding",-1,Machine Learning Engineer,"Summary
Posted: Apr 8, 2021
Role Number:200018211
“Hey Siri, let’s work together at Apple!“ The Siri Understanding team is looking for Machine Learning Engineers passionate about enabling personalized Siri interactions and delivering such technology to users on a global scale. Build end-to-end model training and evaluation pipelines. Push the envelope on the latest research developments in speaker recognition. Deploy machine-learned, on-device models that are aligned with the core values of Apple, ensuring the highest standards of quality, innovation, and respect for user privacy. And work with the people who created the intelligent assistant that helps millions of people around the world get things done — just by saying ‘Hey Siri.’
Key Qualifications",Apple,4.3,"Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Scientist,-1,Data Scientist,"We are looking for data Scientist
Role and Responsibilites:
Provides expert support to run analysis and analytical experiments in a methodical manner, using both structured and unstructured data. Evaluate alternate models via theoretical approaches. Identify and exploit data assets, creating new patterns/business value. Create analyses and models to improve customer and operational Key Process Indicators (KPIs), enhancing measurable value for the Agency and its customers. Build predictive models, developing advanced algorithms that extract and classify information from large datasets. Analyze data, developing robust statistical and predictive algorithms/models that drive the product outputs. Identify meaningful patterns and trends, exposing new business opportunities, and translate results into understandable and actionable output that answer real business questions.",Radyant INC,-1,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,-1,Data Scientist,"WHO WE ARE
EOS IT Solutions is a Global Technology and Logistics company, providing Collaboration and Business IT Support services to some of the world's largest industry leaders, delivering forward-thinking solutions based on multi-domain architecture. Customer satisfaction and commitment to superior quality of service are our top business priorities, along with investing in and supporting our partners and employees.

We are a true International IT provider and are proud to deliver our services through global simplicity with trusted transparency.",EOS,3.4,"Fremont, CA",501 to 1000 Employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
"Siri - Data Scientist, Data Organization",-1,Data Scientist,"Summary
Posted: Aug 13, 2021
Weekly Hours: 40
Role Number:200258297
Would you like to play a part in the next revolution in human-computer interaction? Contribute to a product that is redefining mobile and desktop computing, and work with the people who built the intelligent assistant that helps millions of people get things done — just by asking? The vision for the Siri Data organization is to improve Siri by using data as the voice of our customers. Within this organization the mission of the Analytics team is to inform the evolution of Siri through measurement and analysis of the user experience. As a Data Scientist on the team, you will be an ambassador of analytics to language understanding, product and engineering teams with the ultimate purpose of improving the Siri experience for Apple customers",Apple,4.3,"Boston, MA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Machine Learning Engineer,-1,Machine Learning Engineer,"Job Description:
Department/Product Overview:
The Data & Analytics department is the centralized data team at IBD that supports all business functions including Marketing, Product, Content, and Ad Sales. It consists of data professionals with diverse skills and experiences that covers the end-to-end data life cycle that includes data collection, data engineering, business intelligence, data science, and machine learning engineering. The data team collaborate closely with all business partners across IBD to drive business transformation and business growth.
Position Title:
Machine Learning Engineer",Dow Jones,3.8,"New York, NY",5001 to 10000 Employees,1882,Subsidiary or Business Segment,News Outlet,Media,$500 million to $1 billion (USD)
